Latitude,Longitude,Sample Date,Total Alkalinity,Electrical Conductance,Dissolved Reactive Phosphorus,pet,_merge_terra,nir,green,swir16,swir22,NDMI,MNDWI,_merge_landsat,Impute_Method
-33.73111,24.61833,2012-07-26,,,,169.40001,both,12462.5,8451.5,10133.5,8602.0,0.1030713400601876,-0.0905030938929239,both,Original
-33.73111,24.61833,2012-10-04,,,,169.40001,both,12701.0,8573.0,10332.5,8617.0,0.1028284889400221,-0.0930681547697755,both,Original
-33.73111,24.61833,2013-03-27,,,,161.40001,both,12638.0,8598.5,10324.5,8955.0,0.1007512248230811,-0.0912117528933039,both,Original
-33.73111,24.61833,2013-03-28,,,,161.40001,both,12638.0,8598.5,10324.5,8955.0,0.1007512248230811,-0.0912117528933039,both,Original
-33.73111,24.61833,2013-04-18,,,,161.40001,both,15237.0,9018.0,11554.5,9703.0,0.1374503107328817,-0.1232956616842866,both,Original
-33.73111,24.61833,2013-05-23,,,,161.40001,both,14960.5,9477.0,11952.0,10080.0,0.1117882025081282,-0.1154976900461985,both,Original
-33.73111,24.61833,2014-02-26,,,,158.6,both,13483.0,8481.5,10416.0,8946.0,0.1283317293610611,-0.1023680381002772,both,Original
-33.73111,24.61833,2014-03-20,,,,158.6,both,13483.0,8481.5,10416.0,8946.0,0.1283317293610611,-0.1023680381002772,both,Original
-33.73111,24.61833,2014-04-10,,,,158.6,both,15323.0,8819.0,11006.5,9177.0,0.1639415864334681,-0.110337696401099,both,Original
-33.73111,24.61833,2014-04-24,,,,158.6,both,15315.0,8735.0,11011.0,9173.0,0.1634885664362227,-0.1152638509065121,both,Original
-33.73111,24.61833,2015-03-08,,,,173.6,both,11480.5,8483.0,9524.0,8344.0,0.093146706658097,-0.0578108513355914,both,Original
-33.73111,24.61833,2015-04-09,,,,173.6,both,14468.5,8885.5,10462.5,8944.0,0.1606834864225261,-0.0815071325201567,both,Original
-33.73111,24.61833,2015-05-07,,,,173.6,both,16119.5,9197.0,11807.5,9622.0,0.1544025495040641,-0.1242828917612886,both,Original
-33.50639,26.74472,2015-06-24,,,,165.2,both,13161.0,8418.0,10108.5,8514.0,0.1311803003932186,-0.0912476722532583,both,Original
-33.50639,26.74472,2015-08-18,,,,165.2,both,12993.5,8568.0,10654.0,8911.0,0.0989322338513584,-0.1085214857975231,both,Original
-33.50639,26.74472,2015-10-06,,,,165.2,both,16080.0,8799.0,11108.0,8986.5,0.1828747977048698,-0.1159893504797301,both,Original
-33.32917,26.0775,2011-05-06,,,,149.7,both,12739.0,8937.0,11027.0,9319.0,0.0720356812252798,-0.1046884391905424,both,Original
-33.32917,26.0775,2014-05-28,,,,153.3,both,14110.0,9461.0,11827.0,10418.0,0.08802097389829201,-0.1111424276587749,both,Original
-33.32917,26.0775,2015-03-08,,,,177.6,both,13201.0,8939.0,11515.0,9620.5,0.0682149215083346,-0.125941136208076,both,Original
-33.32917,26.0775,2015-06-24,,,,177.6,both,12940.0,9303.0,10895.0,9188.0,0.0857981959303545,-0.0788196851173379,both,Original
-33.32917,26.0775,2015-07-22,,,,177.6,both,12768.5,8970.0,10912.5,9209.0,0.0783750686204129,-0.0976989815164084,both,Original
-33.32917,26.0775,2015-09-16,,,,177.6,both,13065.0,10053.0,12301.0,10609.0,0.030119057005440354,-0.10056365751096001,both,Original
-33.32917,26.0775,2015-10-06,,,,177.6,both,13986.5,8949.5,10916.5,9273.5,0.1232783198811388,-0.0990133897110636,both,Original
-33.23778,26.99472,2012-11-08,,,,168.0,both,12442.5,10792.0,10398.0,9639.0,0.0895120509621067,0.0185936762623878,both,Original
-33.23778,26.99472,2013-03-27,,,,152.8,both,16854.4,10020.6,14124.9,11208.6,0.09276216155732327,-0.16422239823518409,both,Original
-33.20278,24.23556,2011-05-30,,,,183.90001,both,14716.6,10410.3,13138.7,10981.6,0.0567727253306751,-0.11542004443926113,both,Original
-33.20278,24.23556,2011-09-12,,,,193.3,both,13627.0,10000.0,12545.0,11209.0,0.0413418920984258,-0.11288534043025061,both,Original
-33.18536,27.39075,2011-09-22,,,,161.40001,both,16004.0,10236.0,14085.0,11459.0,0.0637774602014025,-0.1582582953003577,both,Original
-33.18536,27.39075,2012-05-31,,,,136.40001,both,13943.0,9666.0,12095.0,10263.0,0.070973193025578,-0.11162170856118744,both,Original
-33.18536,27.39075,2012-06-28,,,,136.40001,both,13564.0,8843.0,11268.5,9335.0,0.0924393436021343,-0.1206026402804359,both,Original
-33.18536,27.39075,2012-09-20,,,,153.40001,both,16193.0,9405.0,12466.5,9768.0,0.1300266927196915,-0.1399766819834024,both,Original
-33.18536,27.39075,2012-11-15,,,,153.40001,both,17771.0,9804.0,12258.0,9800.0,0.1835891971094608,-0.1112319825945059,both,Original
-33.18536,27.39075,2012-12-04,,,,153.40001,both,17771.0,9804.0,12258.0,9800.0,0.1835891971094608,-0.1112319825945059,both,Original
-33.18536,27.39075,2013-10-21,,,,165.2,both,18905.5,9320.0,12488.0,9562.0,0.2044212974023285,-0.1452677916360961,both,Original
-33.18536,27.39075,2014-07-10,,,,159.40001,both,16796.0,9058.5,11893.0,9330.0,0.1709017393426052,-0.135288642817936,both,Original
-33.18536,27.39075,2014-07-22,,,,159.40001,both,16256.5,8912.5,11946.5,9649.5,0.1528206219196539,-0.1454528021477532,both,Original
-33.18536,27.39075,2014-09-04,,,,159.40001,both,15883.0,9083.5,12135.5,9484.0,0.1337509145742991,-0.1438333568971198,both,Original
-33.18536,27.39075,2015-01-16,,,,161.90001,both,20077.0,9791.5,13060.0,9985.0,0.2117572502036998,-0.1430321860709356,both,Original
-33.18536,27.39075,2015-07-02,,,,161.90001,both,16567.5,9081.5,11512.5,9157.5,0.1800213675213675,-0.118044090511799,both,Original
-33.18536,27.39075,2015-09-28,,,,161.90001,both,15967.0,9733.0,12159.0,10110.0,0.13539074166251866,-0.11081673670747305,both,Original
-33.18536,27.39075,2015-10-29,,,,161.90001,both,20018.0,9304.0,12432.0,9650.0,0.2337750385208012,-0.1439087228560906,both,Original
-33.18536,27.39075,2015-11-18,,,,161.90001,both,20018.0,9304.0,12432.0,9650.0,0.2337750385208012,-0.1439087228560906,both,Original
-33.09444,25.01278,2014-10-08,,,,207.0,both,14706.0,10371.5,14302.0,12403.0,0.013927192498621,-0.1593004640606312,both,Original
-33.09444,25.01278,2015-05-28,,,,218.2,both,14180.0,9240.5,12344.0,10545.0,0.0692203287588599,-0.1437837336977917,both,Original
-33.09444,25.01278,2015-07-23,,,,218.2,both,13329.0,9499.5,13145.0,11546.5,0.0069502153055828,-0.1609883194594707,both,Original
-33.00167,25.16139,2014-01-09,,,,117.700005,both,14188.5,10804.0,16741.5,14415.0,-0.0825412221144519,-0.2155524495834157,both,Original
-33.00167,25.16139,2014-01-29,,,,191.2,both,14188.5,10804.0,16741.5,14415.0,-0.0825412221144519,-0.2155524495834157,both,Original
-33.00167,25.16139,2014-09-17,,,,204.2,both,13075.5,10164.0,16105.5,14226.0,-0.1038346869538398,-0.226174841546279,both,Original
-33.00167,25.16139,2015-01-08,,,,81.200005,both,13955.5,10670.0,17303.5,14835.5,-0.1071051537157298,-0.2371351457629534,both,Original
-33.00167,25.16139,2015-02-05,,,,214.40001,both,13800.0,10931.0,17729.0,15495.5,-0.1246154334105109,-0.237194696441032,both,Original
-33.00167,25.16139,2015-07-23,,,,214.40001,both,9931.0,8774.5,10868.5,9855.5,-0.0450731988749729,-0.1066028610701007,both,Original
-32.99164,27.64003,2011-01-14,,,,131.2,both,16484.0,9768.0,12988.0,10262.0,0.11862106406080347,-0.14150114255580945,both,Original
-32.99164,27.64003,2011-02-10,,,,131.2,both,16227.0,9602.0,12598.5,9917.5,0.1258781287401779,-0.134974437512668,both,Original
-32.99164,27.64003,2011-03-08,,,,131.2,both,16227.0,9602.0,12598.5,9917.5,0.1258781287401779,-0.134974437512668,both,Original
-32.99164,27.64003,2011-05-06,,,,131.2,both,13294.0,8682.0,10771.5,8894.0,0.1048181006004446,-0.1074099776389847,both,Original
-32.99164,27.64003,2011-06-02,,,,131.2,both,15214.0,11070.0,13830.0,11441.0,0.04765183858972593,-0.1108433734939759,both,Original
-32.99164,27.64003,2011-06-30,,,,131.2,both,13424.5,9646.0,10982.0,9259.0,0.1000757994796468,-0.0647663370176456,both,Original
-32.99164,27.64003,2011-11-24,,,,158.2,both,17585.0,9949.5,13643.0,10482.0,0.126232867939029,-0.1565539896153432,both,Original
-32.99164,27.64003,2012-01-24,,,,132.90001,both,16872.0,9700.0,11793.0,9700.0,0.1771847200418629,-0.09738054250221002,both,Original
-32.99164,27.64003,2012-04-05,,,,132.90001,both,16457.0,9438.0,12484.5,9881.0,0.1372596444551941,-0.1389668149161813,both,Original
-32.99164,27.64003,2012-05-31,,,,132.90001,both,7593.0,4715.5,5605.5,5276.0,0.1505852937833844,-0.0862319542679964,both,Original
-32.99164,27.64003,2012-07-26,,,,150.3,both,13229.0,8908.0,11736.5,9225.0,0.0597824998497927,-0.1370098573469925,both,Original
-32.99164,27.64003,2012-11-15,,,,150.3,both,16912.0,10002.5,13444.5,10740.5,0.1142259483141995,-0.1467991640721621,both,Original
-32.99164,27.64003,2013-03-07,,,,133.7,both,17203.5,9672.5,13231.5,10301.0,0.1305076392311483,-0.1553877052043304,both,Original
-32.99164,27.64003,2013-05-30,,,,133.7,both,16178.5,9203.0,12425.5,10140.5,0.1312054258145714,-0.1489932265298095,both,Original
-32.99164,27.64003,2013-12-05,,,,162.40001,both,6281.0,4829.5,5173.5,4286.5,0.0966868916146492,-0.0343896830950711,both,Original
-32.99164,27.64003,2014-01-16,,,,132.5,both,16959.5,9266.0,12864.5,9973.0,0.1373055257510729,-0.1626036465511391,both,Original
-32.99164,27.64003,2014-02-07,,,,132.5,both,16959.5,9266.0,12864.5,9973.0,0.1373055257510729,-0.1626036465511391,both,Original
-32.99164,27.64003,2014-05-05,,,,132.5,both,16510.0,9488.5,13107.5,10338.0,0.1148814045749978,-0.1601610904584875,both,Original
-32.99164,27.64003,2014-05-27,,,,132.5,both,16464.5,9282.0,12373.0,9781.0,0.1418812310359774,-0.1427383975987063,both,Original
-32.99164,27.64003,2014-07-10,,,,156.3,both,14629.0,9421.0,13900.5,11040.5,0.0255349725722497,-0.1920759813905615,both,Original
-32.99164,27.64003,2014-07-22,,,,156.3,both,13584.0,9298.0,13567.5,11264.5,0.0006077012319761,-0.1867223546390843,both,Original
-32.99164,27.64003,2014-09-04,,,,156.3,both,14549.5,9557.5,13574.0,11127.5,0.0346862943801447,-0.1736376802196132,both,Original
-32.99164,27.64003,2014-10-02,,,,156.3,both,14693.5,9493.5,13449.0,11459.0,0.0442213733676823,-0.1724092840797638,both,Original
-32.99164,27.64003,2014-10-30,,,,156.3,both,14693.5,9493.5,13449.0,11459.0,0.0442213733676823,-0.1724092840797638,both,Original
-32.99164,27.64003,2015-01-16,,,,158.40001,both,21308.0,13553.0,18512.5,16452.0,0.0702025338707449,-0.1546677893686356,both,Original
-32.99164,27.64003,2015-02-13,,,,158.40001,both,21308.0,13553.0,18512.5,16452.0,0.0702025338707449,-0.1546677893686356,both,Original
-32.99164,27.64003,2015-05-07,,,,158.40001,both,16221.0,9304.5,12536.5,9958.0,0.1281230983221768,-0.1479785724096875,both,Original
-32.99164,27.64003,2015-07-30,,,,158.40001,both,14629.0,9431.5,12426.0,10006.0,0.0814267233413417,-0.1370010293949439,both,Original
-32.99164,27.64003,2015-08-27,,,,158.40001,both,15231.5,9511.5,12598.5,10126.0,0.0946101329500539,-0.1396200814111255,both,Original
-32.99164,27.64003,2015-09-28,,,,158.40001,both,16128.0,10015.0,12274.0,10414.0,0.1356946693894796,-0.10135044192202432,both,Original
-32.99164,27.64003,2015-11-18,,,,158.40001,both,17012.0,9354.5,13105.5,10271.5,0.1297086411554744,-0.1670080142475504,both,Original
-32.99164,27.64003,2015-12-16,,,,158.40001,both,17012.0,9354.5,13105.5,10271.5,0.1297086411554744,-0.1670080142475504,both,Original
-32.80278,27.85639,2014-05-05,,,,129.40001,both,16278.5,8674.5,12632.0,9686.5,0.1261306445755002,-0.1857414404055092,both,Original
-32.80278,27.85639,2014-09-04,,,,152.0,both,14831.0,9084.5,13506.5,10759.5,0.0467401852668725,-0.1957416670355442,both,Original
-32.80278,27.85639,2014-10-02,,,,152.0,both,14831.0,9084.5,13506.5,10759.5,0.0467401852668725,-0.1957416670355442,both,Original
-32.80278,27.85639,2014-10-30,,,,152.0,both,14831.0,9084.5,13506.5,10759.5,0.0467401852668725,-0.1957416670355442,both,Original
-32.80278,27.85639,2015-05-04,,,,155.6,both,15311.0,8566.5,12265.0,9699.5,0.1104583695967508,-0.177543623838897,both,Original
-32.80278,27.85639,2015-06-01,,,,155.6,both,14958.0,8634.0,11684.5,9569.0,0.1228675987613775,-0.1501341142308726,both,Original
-32.80278,27.85639,2015-08-24,,,,155.6,both,14958.0,8634.0,11684.5,9569.0,0.1228675987613775,-0.1501341142308726,both,Original
-32.76111,26.62944,2014-04-22,,,,153.40001,both,16268.5,10545.0,16821.0,13337.5,-0.0166971395759984,-0.2293356720017531,both,Original
-32.76111,26.62944,2014-05-26,,,,153.40001,both,16268.5,10545.0,16821.0,13337.5,-0.0166971395759984,-0.2293356720017531,both,Original
-32.71389,26.29667,2013-01-31,,,,162.90001,both,17110.5,9526.0,13607.0,10687.5,0.1140555058191584,-0.1764146457441742,both,Original
-32.60528,25.885,2012-08-16,,,,192.8,both,14177.0,10290.0,14948.0,13164.5,-0.0264721030042918,-0.184562960614945,both,Original
-32.60528,25.885,2012-11-06,,,,192.8,both,15908.0,9961.0,14036.0,11511.0,0.0625166978359604,-0.1698128932783257,both,Original
-32.60528,25.885,2012-12-03,,,,192.8,both,15908.0,9961.0,14036.0,11511.0,0.0625166978359604,-0.1698128932783257,both,Original
-32.60528,25.885,2013-05-28,,,,172.7,both,15063.0,9381.5,13477.0,11333.5,0.0555711282410651,-0.1791674869304627,both,Original
-32.60528,25.885,2013-06-19,,,,172.7,both,14411.0,9949.0,13624.0,11672.5,0.0280720527911539,-0.1558986976625794,both,Original
-32.60528,25.885,2013-07-15,,,,189.40001,both,14264.0,9698.5,13676.5,11753.0,0.0210268248599702,-0.1701818181818174,both,Original
-32.60528,25.885,2013-09-10,,,,189.40001,both,14749.0,10455.5,16345.0,14205.0,-0.0513282305267897,-0.2197533628103945,both,Original
-32.60528,25.885,2013-10-10,,,,189.40001,both,15316.0,10640.5,16707.5,14486.0,-0.043452464596312,-0.2218443761883859,both,Original
-32.60528,25.885,2013-11-08,,,,189.40001,both,16131.0,10603.5,15794.5,13722.5,0.0105401638188908,-0.1966436851276604,both,Original
-32.60528,25.885,2014-01-30,,,,169.7,both,16734.5,9950.0,14409.5,11808.0,0.0746532237349088,-0.1830702600628084,both,Original
-32.60528,25.885,2014-02-28,,,,169.7,both,16734.5,9950.0,14409.5,11808.0,0.0746532237349088,-0.1830702600628084,both,Original
-32.60528,25.885,2014-11-06,,,,186.3,both,14488.0,10149.0,14249.0,12456.0,0.0083168041201238,-0.1680465611935397,both,Original
-32.57917,27.36667,2011-02-07,,,,135.7,both,15484.0,8414.5,11543.5,9059.0,0.1457959485709,-0.1567792363964317,both,Original
-32.57917,27.36667,2011-03-09,,,,135.7,both,17552.0,8775.0,12107.5,9635.0,0.1835668167029114,-0.1595833832156104,both,Original
-32.57917,27.36667,2012-03-05,,,,134.0,both,15243.5,8745.5,11706.0,9497.0,0.1312640308725579,-0.1447571082805655,both,Original
-32.57917,27.36667,2012-05-07,,,,134.0,both,14677.0,9503.0,12930.0,10010.0,0.063281051907125,-0.1527660143538537,both,Original
-32.57917,27.36667,2012-05-29,,,,134.0,both,11906.5,8584.5,10940.0,9242.0,0.0423040728339132,-0.1206432943225172,both,Original
-32.57917,27.36667,2014-03-04,,,,135.6,both,15589.0,8887.0,11351.5,9096.0,0.1572910673521278,-0.1217728586604732,both,Original
-32.57917,27.36667,2014-05-27,,,,135.6,both,12323.0,8226.5,10719.0,8994.0,0.0696120128461071,-0.1315615845451419,both,Original
-32.57917,27.36667,2014-07-07,,,,135.6,both,12178.0,8729.0,11578.5,9874.0,0.0252351987877002,-0.1403176166440963,both,Original
-32.51528,28.01556,2011-01-19,,,,131.2,both,15234.0,9528.0,10237.0,8548.0,0.1961838954104668,-0.035871490007589,both,Original
-32.51528,28.01556,2011-06-06,,,,131.2,both,12269.0,9291.0,10075.0,8627.0,0.0981919083422842,-0.0404833212847256,both,Original
-32.51528,28.01556,2012-02-22,,,,132.0,both,18103.0,10000.0,11384.0,9032.0,0.2278631261233764,-0.0647212869435088,both,Original
-32.51528,28.01556,2013-05-08,,,,131.8,both,17240.5,10271.5,11701.5,9038.0,0.1913827655310621,-0.0650798707504661,both,Original
-32.51528,28.01556,2014-01-13,,,,131.8,both,15493.5,10272.0,12746.0,10389.0,0.0972927990934683,-0.1074811017464588,both,Original
-32.51528,28.01556,2014-04-10,,,,131.8,both,14961.0,10121.5,11054.0,8926.5,0.1501825869690563,-0.0440367405728316,both,Original
-32.51528,28.01556,2014-05-14,,,,131.8,both,12587.5,9024.0,11153.5,9127.5,0.0604018364854049,-0.1055383471688757,both,Original
-32.51528,28.01556,2014-12-01,,,,156.7,both,17661.5,10059.5,11990.0,9450.5,0.1912719423975178,-0.0875530057370911,both,Original
-32.51528,28.01556,2015-04-22,,,,159.40001,both,11649.5,8901.0,10654.0,9206.0,0.0446342502297845,-0.0896445921759136,both,Original
-32.51528,28.01556,2015-08-05,,,,159.40001,both,12252.0,9749.0,12547.0,10619.5,-0.0118956409532642,-0.1254933620380331,both,Original
-32.17389,27.3725,2013-04-04,,,,147.6,both,12250.0,8410.5,10140.0,8469.5,0.094238499330058,-0.0932319883561085,both,Original
-32.08639,25.57556,2011-02-09,,,,185.90001,both,14278.5,10335.5,12794.5,10912.0,0.0548147600930816,-0.1063121487245996,both,Original
-32.08639,25.57556,2011-03-10,,,,185.90001,both,14278.5,10335.5,12794.5,10912.0,0.0548147600930816,-0.1063121487245996,both,Original
-32.08639,25.57556,2012-07-19,,,,206.8,both,12863.5,10468.0,12101.5,10620.0,0.0305227318245543,-0.0723764372272311,both,Original
-32.08639,25.57556,2012-11-08,,,,206.8,both,16162.0,10654.0,14157.0,11210.5,0.0661301494112602,-0.1411873765668448,both,Original
-32.08639,25.57556,2012-12-03,,,,206.8,both,16162.0,10654.0,14157.0,11210.5,0.0661301494112602,-0.1411873765668448,both,Original
-32.08639,25.57556,2013-03-05,,,,186.1,both,15543.5,10764.0,12807.0,10273.0,0.0965238708312022,-0.0866743031691481,both,Original
-32.08639,25.57556,2013-04-26,,,,186.1,both,14994.5,10467.5,13048.5,10355.0,0.0693934315158863,-0.1097550603844186,both,Original
-32.08639,25.57556,2013-07-19,,,,198.8,both,13355.0,10552.5,13501.5,10943.0,-0.0054549178038836,-0.122599151908206,both,Original
-32.08639,25.57556,2013-12-06,,,,198.8,both,16012.0,10869.0,13317.0,10685.5,0.091888574448498,-0.1012155792607289,both,Original
-32.08639,25.57556,2014-08-15,,,,197.90001,both,13680.5,10905.0,14832.5,12182.0,-0.0404026233647809,-0.1525983487129668,both,Original
-32.08639,25.57556,2014-12-05,,,,197.90001,both,15557.5,11089.5,14653.0,11730.5,0.0299399215504543,-0.1384286685442356,both,Original
-32.08639,25.57556,2015-04-09,,,,213.6,both,15629.0,10259.5,12621.0,10268.0,0.1064778761061946,-0.1032101571206918,both,Original
-32.08639,25.57556,2015-05-08,,,,213.6,both,14327.0,10038.0,12965.5,11126.0,0.0498854996793991,-0.1272632425500462,both,Original
-32.04333,27.82278,2011-04-11,,,,141.1,both,13489.5,9356.5,11504.5,9696.5,0.0794190605745378,-0.1029672594794108,both,Original
-32.04333,27.82278,2011-05-09,,,,141.1,both,13707.0,9782.0,11963.5,10077.0,0.0679184277672815,-0.1003196063553374,both,Original
-32.04333,27.82278,2011-07-04,,,,141.1,both,15229.5,11940.0,15485.0,13238.0,-0.008318546614791,-0.1292616226071098,both,Original
-32.04333,27.82278,2012-05-07,,,,139.7,both,12935.0,9796.0,12284.0,10318.0,0.025813870494468455,-0.11268115942028986,both,Original
-32.04333,27.82278,2012-06-04,,,,139.7,both,12183.0,9605.5,12027.0,10416.0,0.0064436183395291,-0.1119380561654912,both,Original
-32.04333,27.82278,2012-11-19,,,,159.7,both,14791.0,10514.0,15062.0,12717.0,-0.009077814624995812,-0.17782295902408507,both,Original
-32.04333,27.82278,2013-10-21,,,,164.90001,both,14253.0,10715.5,13934.0,11753.0,0.0113172739206016,-0.1305705998093262,both,Original
-32.04333,27.82278,2014-02-04,,,,141.1,both,14530.0,9747.0,11965.5,9916.5,0.0967900209469532,-0.1021761658031083,both,Original
-32.04333,27.82278,2014-04-07,,,,141.1,both,13491.5,9234.5,11029.0,9418.5,0.1004261740176586,-0.0885582451205364,both,Original
-32.04333,27.82278,2014-05-12,,,,141.1,both,13527.0,9458.5,11937.0,9975.0,0.0624410933081998,-0.1158421163328732,both,Original
-32.04333,27.82278,2014-06-02,,,,141.1,both,13445.5,9492.5,11979.0,9927.5,0.0576805836889614,-0.1158046713084781,both,Original
-32.04333,27.82278,2014-07-07,,,,141.1,both,13210.5,9910.5,13044.5,11160.5,0.0063226052180537,-0.1365279895447609,both,Original
-32.04333,27.82278,2014-08-04,,,,161.90001,both,12556.5,10013.5,12704.5,11123.0,-0.0058588337753849,-0.1184523285500479,both,Original
-32.04333,27.82278,2014-09-01,,,,161.90001,both,15229.0,12868.0,14797.0,12421.0,0.0143875308066342,-0.0697270919934933,both,Original
-32.04333,27.82278,2014-09-29,,,,161.90001,both,13494.0,10057.0,14390.0,11911.5,-0.0321331229378855,-0.1772405612140541,both,Original
-32.04333,27.82278,2014-10-27,,,,161.90001,both,12962.0,10243.5,12659.0,10791.5,0.0118262362905429,-0.1054688352799908,both,Original
-32.04333,27.82278,2015-07-13,,,,168.6,both,12584.0,9705.5,12837.0,11138.5,-0.0099524015577672,-0.1389153820561156,both,Original
-32.04333,27.82278,2015-09-28,,,,168.6,both,13619.5,10046.5,13105.0,10969.0,0.0192519972310052,-0.1321080707513546,both,Original
-32.00056,28.58167,2011-01-19,,,,127.200005,both,13279.5,11389.5,8597.5,7995.0,0.2140147186542944,0.1396907990193619,both,Original
-32.00056,28.58167,2011-07-06,,,,127.200005,both,10754.0,11229.0,9285.5,8738.5,0.0732802714638588,0.0947378683370294,both,Original
-32.00056,28.58167,2012-11-21,,,,144.5,both,12623.0,11073.0,8886.5,8472.0,0.1737139403519375,0.1095468323354788,both,Original
-32.00056,28.58167,2013-05-08,,,,126.1,both,11016.0,10945.0,8307.0,8150.0,0.1401956217978574,0.1370247247039261,both,Original
-32.00056,28.58167,2014-04-09,,,,129.1,both,10256.5,10433.0,8827.0,8500.0,0.0749076427280111,0.0833852544132913,both,Original
-32.00056,28.58167,2014-06-04,,,,129.1,both,8823.5,10519.0,8917.5,8479.0,-0.0052984611915901,0.0823965220075626,both,Original
-32.00056,28.58167,2014-07-09,,,,152.5,both,9338.5,10082.0,9386.0,8825.5,-0.0025367833587011,0.0357509759605504,both,Original
-32.00056,28.58167,2014-08-06,,,,152.5,both,8884.5,10063.0,9534.0,8720.0,-0.035263457936314,0.0269939276419858,both,Original
-32.00056,28.58167,2014-09-03,,,,152.5,both,9534.0,11336.5,9552.5,9160.0,-0.0009692714746024,0.085403801043611,both,Original
-32.00056,28.58167,2014-10-01,,,,152.5,both,9125.0,11100.5,9455.0,8711.0,-0.0177610333692142,0.0800515677069393,both,Original
-32.00056,28.58167,2014-10-29,,,,152.5,both,11417.5,12053.0,9903.0,9023.0,0.0710349194437278,0.0979231189652027,both,Original
-31.905,25.43,2011-07-06,,,,188.8,both,13018.5,10954.0,13163.5,12073.5,-0.0055381559850278,-0.0916139732559341,both,Original
-31.905,25.43,2012-03-12,,,,173.1,both,14117.0,10588.5,12976.0,11284.0,0.042114199239656,-0.1013176600394657,both,Original
-31.905,25.43,2013-03-04,,,,186.90001,both,14444.5,10651.5,13762.5,11796.0,0.0241783954337575,-0.1274268862128282,both,Original
-31.905,25.43,2013-07-17,,,,198.7,both,12464.0,9697.5,12935.0,11738.0,-0.0185440371668175,-0.1430465039213514,both,Original
-31.905,25.43,2013-08-14,,,,198.7,both,12135.5,9670.0,13138.0,11553.0,-0.0396660533760658,-0.1520519116099607,both,Original
-31.905,25.43,2013-09-10,,,,198.7,both,12732.0,9729.5,13825.0,11978.0,-0.0411567571638362,-0.1738733575325302,both,Original
-31.905,25.43,2013-10-07,,,,198.7,both,12986.5,9911.0,14071.0,12004.5,-0.0400813083248637,-0.1734634309065125,both,Original
-31.905,25.43,2014-04-29,,,,188.0,both,12888.0,9263.5,11584.0,10126.0,0.0532853873814972,-0.1113083103489621,both,Original
-31.905,25.43,2014-05-19,,,,188.0,both,12888.0,9263.5,11584.0,10126.0,0.0532853873814972,-0.1113083103489621,both,Original
